sujeto,Time_s,RF,BF,VM,ST,FX
2Nmar,0.971,-0.015,0.0315,0.0405,0.1372,11.6
2Nmar,0.972,-0.015,0.024,0.0382,0.1282,11.7
2Nmar,0.973,-0.0143,0.0105,0.036,0.1005,11.7
2Nmar,0.974,-0.0113,-0.0173,0.0345,0.1177,11.8
2Nmar,0.975,-0.0128,-0.0593,0.0367,0.165,11.9
2Nmar,0.976,-0.012,-0.0998,0.0367,0.1672,11.9
2Nmar,0.977,-0.0135,-0.1418,0.0345,0.1117,12.0
2Nmar,0.978,-0.0165,-0.1785,0.0315,0.036,12.1
2Nmar,0.979,-0.0165,-0.1515,0.0292,-0.0188,12.1
2Nmar,0.98,-0.0158,-0.0825,0.027,-0.0653,12.2
2Nmar,0.981,-0.0165,-0.0128,0.0277,-0.1411,12.3
2Nmar,0.982,-0.0158,0.0247,0.0292,-0.2498,12.5
2Nmar,0.983,-0.0158,0.099,0.0277,-0.2955,12.6
2Nmar,0.984,-0.0165,0.1545,0.0292,-0.2603,12.7
2Nmar,0.985,-0.012,0.1515,0.0315,-0.273,12.8
2Nmar,0.986,-0.0105,0.1845,0.0285,-0.3383,12.9
2Nmar,0.987,-0.0105,0.1612,0.0172,-0.3645,13.0
2Nmar,0.988,-0.012,0.0892,0.0097,-0.3375,13.1
2Nmar,0.989,-0.0105,-0.015,0.0112,-0.3083,13.3
2Nmar,0.99,-0.0083,-0.078,0.012,-0.252,13.4
2Nmar,0.991,-0.0053,-0.0863,0.009,-0.1155,13.5
2Nmar,0.992,0.0007,-0.1006,0.0135,0.0472,13.6
2Nmar,0.993,0.0045,-0.0488,0.0195,0.1515,13.7
2Nmar,0.994,0.0052,-0.0368,0.0202,0.2182,13.8
2Nmar,0.995,0.0067,-0.0375,0.0232,0.2572,13.9
2Nmar,0.996,0.0067,-0.0285,0.0217,0.249,14.0
2Nmar,0.997,0.0075,-0.0308,0.0157,0.2422,14.2
2Nmar,0.998,0.0097,-0.024,0.0105,0.237,14.3
2Nmar,0.999,0.0082,-0.042,0.006,0.228,14.4
2Nmar,1.0,0.0082,-0.0495,0.0,0.2092,14.5
2Nmar,1.001,0.006,-0.063,-0.0083,0.141,14.7
2Nmar,1.002,0.003,-0.0698,-0.0165,0.0307,14.8
2Nmar,1.003,0.0045,-0.0706,-0.024,-0.0923,15.0
2Nmar,1.004,0.003,-0.054,-0.0293,-0.1583,15.2
2Nmar,1.005,0.0007,-0.027,-0.0278,-0.1763,15.3
2Nmar,1.006,-0.0008,-0.0308,-0.0256,-0.195,15.5
2Nmar,1.007,0.0007,-0.0413,-0.0256,-0.1958,15.7
2Nmar,1.008,0.0052,-0.0458,-0.0248,-0.1875,15.8
2Nmar,1.009,0.0142,-0.0008,-0.033,-0.1441,16.0
2Nmar,1.01,0.0217,0.0862,-0.0361,-0.0915,16.2
2Nmar,1.011,0.027,0.0975,-0.021,-0.0383,16.3
2Nmar,1.012,0.0277,0.015,-0.0083,0.0405,16.5
2Nmar,1.013,0.0232,-0.0743,-0.0075,0.1005,16.6
2Nmar,1.014,0.0195,-0.0998,-0.0105,0.1597,16.8
2Nmar,1.015,0.0157,-0.0721,-0.0135,0.177,17.0
2Nmar,1.016,0.0097,-0.048,-0.024,0.1192,17.1
2Nmar,1.017,0.0045,-0.0135,-0.0278,0.0637,17.3
2Nmar,1.018,0.0015,0.0367,-0.0293,0.018,17.5
2Nmar,1.019,0.0007,0.1485,-0.0375,-0.0158,17.6
2Nmar,1.02,0.0045,0.2647,-0.0413,-0.0225,17.8
2Nmar,1.021,0.0097,0.219,-0.0375,-0.0278,18.0
2Nmar,1.022,0.009,0.1312,-0.024,-0.0083,18.3
2Nmar,1.023,0.0052,0.114,-0.0181,0.033,18.4
2Nmar,1.024,0.0052,0.0765,-0.0091,0.0442,18.7
2Nmar,1.025,0.0037,0.0135,-0.0128,0.045,18.9
2Nmar,1.026,0.0067,-0.0233,-0.0263,0.0517,19.1
2Nmar,1.027,0.009,-0.0338,-0.0256,0.0532,19.3
2Nmar,1.028,0.0105,-0.0346,-0.0361,0.048,19.5
2Nmar,1.029,0.0142,-0.0203,-0.0315,0.0465,19.8
2Nmar,1.03,0.012,0.0202,-0.0225,0.048,20.0
2Nmar,1.031,0.009,0.033,-0.015,0.0502,20.2
2Nmar,1.032,0.0067,0.0052,-0.0098,0.0592,20.4
2Nmar,1.033,0.0075,0.0127,-0.0188,0.0697,20.6
2Nmar,1.034,0.0105,0.012,-0.0218,0.069,20.8
2Nmar,1.035,0.0082,-0.0053,-0.0203,0.054,21.1
2Nmar,1.036,0.0067,-0.0083,-0.0128,0.0345,21.3
2Nmar,1.037,0.0052,-0.0218,-0.0068,0.0217,21.5
2Nmar,1.038,0.003,-0.0203,0.0007,0.0045,21.7
2Nmar,1.039,0.0045,-0.0203,0.0,-0.0158,21.9
2Nmar,1.04,0.0052,-0.012,-0.0023,-0.0353,22.1
2Nmar,1.041,0.0045,0.0007,0.003,-0.0465,22.5
2Nmar,1.042,-0.0008,0.0015,0.006,-0.0293,22.7
2Nmar,1.043,-0.0038,0.0075,0.0037,-0.0278,23.0
2Nmar,1.044,-0.0038,0.0007,-0.0008,-0.0443,23.3
2Nmar,1.045,-0.0038,-0.0091,0.0022,-0.0511,23.6
2Nmar,1.046,-0.0038,-0.0225,0.0052,-0.0743,23.9
2Nmar,1.047,-0.0068,-0.0428,0.0075,-0.093,24.2
2Nmar,1.048,-0.0046,-0.0458,0.0105,-0.0878,24.5
2Nmar,1.049,-0.003,-0.0361,0.0097,-0.0765,24.8
2Nmar,1.05,-0.0008,-0.0278,0.0097,-0.0585,25.1
2Nmar,1.051,0.0007,-0.0233,0.0105,-0.0203,25.4
2Nmar,1.052,0.0,-0.0195,0.0082,0.0135,25.7
2Nmar,1.053,0.0015,-0.0143,0.0097,0.0352,26.0
2Nmar,1.054,-0.0015,-0.003,0.0165,0.0457,26.3
2Nmar,1.055,-0.0008,0.0067,0.021,0.0382,26.6
2Nmar,1.056,-0.0015,0.0097,0.0232,0.0345,26.9
2Nmar,1.057,-0.0023,0.009,0.021,0.0322,27.2
2Nmar,1.058,-0.0023,0.0082,0.0202,0.0247,27.5
2Nmar,1.059,-0.0023,0.0052,0.0195,0.0142,27.8
2Nmar,1.06,-0.0015,0.0052,0.0217,0.006,28.1
2Nmar,1.061,-0.0046,0.0067,0.027,0.0045,28.4
2Nmar,1.062,-0.0068,0.0067,0.033,0.0052,28.7
2Nmar,1.063,-0.012,0.006,0.0382,0.0082,29.0
2Nmar,1.064,-0.0128,0.0067,0.0405,0.0082,29.3
2Nmar,1.065,-0.0143,0.0075,0.0427,0.0112,29.7
2Nmar,1.066,-0.0158,0.0045,0.0427,0.0105,29.9
2Nmar,1.067,-0.0158,-0.0008,0.0465,0.006,30.2
2Nmar,1.068,-0.0181,-0.0053,0.0472,0.0075,30.6
2Nmar,1.069,-0.0173,-0.0083,0.0532,0.009,30.9
2Nmar,1.07,-0.0173,-0.0083,0.0555,0.0105,31.2
2Nmar,1.071,-0.0165,-0.0091,0.0577,0.0082,31.5
2Nmar,1.072,-0.0158,-0.0113,0.0667,0.0082,31.8
2Nmar,1.073,-0.0195,-0.012,0.0652,0.0067,32.1
2Nmar,1.074,-0.0195,-0.0143,0.0615,0.0037,32.4
2Nmar,1.075,-0.0195,-0.0143,0.0577,0.0015,32.8
2Nmar,1.076,-0.0181,-0.0128,0.0592,0.0007,33.0
2Nmar,1.077,-0.0158,-0.0128,0.0615,0.0015,33.3
2Nmar,1.078,-0.0165,-0.012,0.057,0.003,33.7
2Nmar,1.079,-0.0165,-0.012,0.0592,0.0045,34.0
2Nmar,1.08,-0.0143,-0.0091,0.0517,0.0015,34.3
2Nmar,1.081,-0.0091,-0.006,0.0405,-0.0038,34.5
2Nmar,1.082,-0.0046,-0.0046,0.0322,-0.0068,34.8
2Nmar,1.083,-0.0015,-0.0008,0.0195,-0.0113,35.0
2Nmar,1.084,0.0007,0.0,0.012,-0.0105,35.3
2Nmar,1.085,0.003,0.0007,0.0067,-0.0105,35.5
2Nmar,1.086,0.0067,-0.0008,0.0022,-0.012,35.8
2Nmar,1.087,0.0067,-0.0038,0.003,-0.0091,36.0
2Nmar,1.088,0.003,-0.003,0.003,-0.0046,36.3
2Nmar,1.089,0.0007,-0.0038,-0.0038,-0.0038,36.5
2Nmar,1.09,0.0015,0.0,-0.012,-0.0023,36.8
2Nmar,1.091,0.0022,0.0022,-0.0091,-0.0046,37.0
2Nmar,1.092,-0.0015,-0.0008,-0.006,-0.0075,37.3
2Nmar,1.093,0.0015,-0.0008,-0.0105,-0.006,37.5
2Nmar,1.094,0.0045,0.0015,-0.0165,-0.0083,37.8
2Nmar,1.095,0.0037,0.003,-0.0233,-0.0068,38.0
2Nmar,1.096,0.0067,0.0045,-0.0285,-0.006,38.2
2Nmar,1.097,0.0067,0.0015,-0.0293,-0.0068,38.5
2Nmar,1.098,0.0067,-0.0023,-0.0293,-0.0068,38.7
2Nmar,1.099,0.009,-0.0046,-0.0278,-0.0068,39.0
2Nmar,1.1,0.0097,-0.0053,-0.0218,-0.003,39.2
2Nmar,1.101,0.009,0.0,-0.0173,-0.0053,39.5
2Nmar,1.102,0.0067,0.0015,-0.0203,-0.0083,39.8
2Nmar,1.103,0.0067,0.0037,-0.0203,-0.0053,40.1
2Nmar,1.104,0.0082,0.0067,-0.0233,-0.0075,40.4
2Nmar,1.105,0.009,0.0052,-0.027,-0.0091,40.6
2Nmar,1.106,0.012,0.0082,-0.0315,-0.0091,40.9
2Nmar,1.107,0.0105,0.0082,-0.0368,-0.0083,41.2
2Nmar,1.108,0.0105,0.0067,-0.033,-0.0091,41.5
2Nmar,1.109,0.009,0.0045,-0.0278,-0.0075,41.8
2Nmar,1.11,0.0067,0.0052,-0.0256,-0.0068,42.0
2Nmar,1.111,0.0082,0.0067,-0.0315,-0.0105,42.3
2Nmar,1.112,0.0075,0.006,-0.0346,-0.0105,42.6
2Nmar,1.113,0.0105,0.0052,-0.0405,-0.012,42.9
2Nmar,1.114,0.0165,0.0075,-0.0555,-0.015,43.1
2Nmar,1.115,0.021,0.0105,-0.0645,-0.0143,43.4
2Nmar,1.116,0.0232,0.012,-0.0668,-0.0143,43.7
2Nmar,1.117,0.0202,0.0112,-0.0675,-0.0128,44.0
2Nmar,1.118,0.0202,0.012,-0.0645,-0.0128,44.3
2Nmar,1.119,0.0195,0.0127,-0.0645,-0.012,44.5
2Nmar,1.12,0.018,0.012,-0.0653,-0.012,44.8
2Nmar,1.121,0.0202,0.0097,-0.0593,-0.012,45.1
2Nmar,1.122,0.018,0.009,-0.0533,-0.0098,45.5
2Nmar,1.123,0.0172,0.0082,-0.0503,-0.0098,45.8
2Nmar,1.124,0.015,0.0075,-0.0488,-0.0098,46.2
2Nmar,1.125,0.0105,0.0067,-0.0518,-0.012,46.5
2Nmar,1.126,0.0135,0.0097,-0.06,-0.0135,46.8
2Nmar,1.127,0.0165,0.0105,-0.0585,-0.0128,47.2
2Nmar,1.128,0.012,0.0075,-0.048,-0.0091,47.5
2Nmar,1.129,0.0105,0.0075,-0.0503,-0.0091,47.9
2Nmar,1.13,0.0127,0.0052,-0.048,-0.0083,48.2
2Nmar,1.131,0.0127,0.0067,-0.0518,-0.0105,48.5
2Nmar,1.132,0.0165,0.0082,-0.054,-0.0105,48.9
2Nmar,1.133,0.0142,0.0045,-0.033,-0.0046,49.2
2Nmar,1.134,0.0105,0.003,-0.0263,-0.0038,49.5
2Nmar,1.135,0.006,0.0015,-0.0181,-0.0015,49.9
2Nmar,1.136,0.0007,0.0,-0.0105,-0.0008,50.2
2Nmar,1.137,0.0007,-0.0015,-0.0046,-0.0008,50.6
2Nmar,1.138,-0.0015,-0.003,0.0082,0.003,50.9
2Nmar,1.139,-0.0023,-0.003,0.0165,0.003,51.3
2Nmar,1.14,-0.0046,-0.0046,0.0202,0.0045,51.6
2Nmar,1.141,-0.0091,-0.006,0.0217,0.0052,51.9
2Nmar,1.142,-0.0105,-0.0068,0.0247,0.006,52.2
2Nmar,1.143,-0.012,-0.0075,0.0277,0.0052,52.6
2Nmar,1.144,-0.0128,-0.0083,0.0337,0.006,52.9
2Nmar,1.145,-0.0128,-0.0083,0.0382,0.0075,53.2
2Nmar,1.146,-0.0143,-0.006,0.0382,0.0075,53.5
2Nmar,1.147,-0.0128,-0.0053,0.0382,0.0067,53.9
2Nmar,1.148,-0.012,-0.006,0.036,0.0052,54.2
2Nmar,1.149,-0.012,-0.0053,0.0315,0.0022,54.6
2Nmar,1.15,-0.0083,-0.0038,0.0225,0.0015,54.9
2Nmar,1.151,-0.0053,-0.0008,0.015,0.0007,55.2
2Nmar,1.152,-0.0053,-0.0008,0.0112,-0.0008,55.6
2Nmar,1.153,-0.0053,-0.0015,0.0067,-0.0015,55.9
2Nmar,1.154,-0.0015,0.0,0.0015,-0.0008,56.2
2Nmar,1.155,-0.0008,0.0,-0.003,0.0,56.6
2Nmar,1.156,-0.0008,0.0015,-0.0046,-0.0008,56.9
2Nmar,1.157,0.0022,0.003,-0.012,-0.0023,57.2
2Nmar,1.158,0.0015,0.0022,-0.012,-0.0046,57.6
2Nmar,1.159,0.0015,0.0015,-0.0083,-0.0046,57.9
2Nmar,1.16,0.0052,0.0015,-0.012,-0.0046,58.2
2Nmar,1.161,0.0052,0.0007,-0.0091,-0.0053,58.5
2Nmar,1.162,0.0037,0.0,-0.0068,-0.0038,58.8
2Nmar,1.163,0.0022,0.0,-0.0038,-0.0015,59.0
2Nmar,1.164,0.0007,-0.0008,-0.0015,-0.0008,59.3
2Nmar,1.165,0.0022,-0.0008,-0.0023,-0.0023,59.6
2Nmar,1.166,0.0015,0.0007,0.0,-0.0038,59.8
2Nmar,1.167,0.0007,0.0007,0.0015,-0.0038,60.1
2Nmar,1.168,0.0015,-0.0008,0.0015,-0.003,60.4
2Nmar,1.169,0.0007,-0.0008,0.0,-0.0038,60.7
2Nmar,1.17,-0.0008,0.0007,-0.006,-0.0038,61.0
2Nmar,1.171,0.0007,-0.0008,-0.0046,-0.0008,61.2
2Nmar,1.172,-0.0015,-0.0023,0.006,0.0007,61.5
2Nmar,1.173,-0.0038,-0.0015,0.012,0.0037,61.8
2Nmar,1.174,-0.003,-0.003,0.0142,0.0045,62.1
2Nmar,1.175,-0.0053,-0.003,0.0142,0.0045,62.3
2Nmar,1.176,-0.0068,-0.003,0.015,0.0067,62.6
2Nmar,1.177,-0.0083,-0.0046,0.0187,0.0067,62.9
2Nmar,1.178,-0.0091,-0.003,0.0127,0.0052,63.1
2Nmar,1.179,-0.0083,-0.0008,0.0097,0.0045,63.4
2Nmar,1.18,-0.006,-0.0015,0.0097,0.0052,63.7
2Nmar,1.181,-0.0046,0.0,0.0052,0.0052,63.9
2Nmar,1.182,-0.0023,0.0,0.0037,0.0052,64.1
2Nmar,1.183,-0.0015,-0.0015,0.003,0.0045,64.3
2Nmar,1.184,-0.0008,-0.0008,0.0007,0.0015,64.6
2Nmar,1.185,0.0015,-0.0015,0.0007,0.0045,64.8
2Nmar,1.186,0.0007,0.0007,0.0022,0.0067,65.0
2Nmar,1.187,-0.0015,-0.0008,0.0082,0.0075,65.2
2Nmar,1.188,-0.0023,-0.0038,0.015,0.0082,65.4
2Nmar,1.189,-0.0015,-0.003,0.0172,0.0067,65.7
2Nmar,1.19,-0.0023,-0.0046,0.018,0.0082,65.9
2Nmar,1.191,-0.003,-0.0053,0.0172,0.009,66.1
2Nmar,1.192,-0.0046,-0.0068,0.0202,0.0097,66.3
2Nmar,1.193,-0.0053,-0.0068,0.024,0.0127,66.6
2Nmar,1.194,-0.0083,-0.0053,0.0292,0.015,66.8
2Nmar,1.195,-0.0105,-0.0053,0.0352,0.0165,67.0
2Nmar,1.196,-0.012,-0.0053,0.0382,0.018,67.2
2Nmar,1.197,-0.012,-0.0053,0.0405,0.0172,67.4
2Nmar,1.198,-0.0143,-0.0068,0.0427,0.018,67.6
2Nmar,1.199,-0.0158,-0.0075,0.0435,0.0187,67.9
2Nmar,1.2,-0.0143,-0.0083,0.042,0.0165,68.1
2Nmar,1.201,-0.0128,-0.0083,0.0405,0.0172,68.3
2Nmar,1.202,-0.0105,-0.0083,0.0367,0.0157,68.4
2Nmar,1.203,-0.012,-0.0083,0.0375,0.0157,68.6
2Nmar,1.204,-0.0128,-0.0083,0.0405,0.0172,68.8
2Nmar,1.205,-0.0128,-0.0091,0.042,0.015,68.9
2Nmar,1.206,-0.0135,-0.0083,0.0442,0.0142,69.1
2Nmar,1.207,-0.0113,-0.0098,0.048,0.012,69.3
2Nmar,1.208,-0.012,-0.0105,0.0502,0.012,69.4
2Nmar,1.209,-0.0143,-0.0105,0.0532,0.0112,69.6
2Nmar,1.21,-0.0165,-0.0091,0.0525,0.012,69.8
2Nmar,1.211,-0.015,-0.0083,0.0532,0.0135,69.9
2Nmar,1.212,-0.0158,-0.0091,0.0607,0.0105,70.1
2Nmar,1.213,-0.0181,-0.0091,0.0577,0.012,70.3
2Nmar,1.214,-0.0158,-0.0075,0.0525,0.0105,70.5
2Nmar,1.215,-0.0143,-0.0068,0.0427,0.006,70.6
2Nmar,1.216,-0.0083,-0.0053,0.036,0.0067,70.8
2Nmar,1.217,-0.0091,-0.0046,0.036,0.0067,71.0
2Nmar,1.218,-0.0098,-0.003,0.024,0.0037,71.1
2Nmar,1.219,-0.0053,-0.003,0.0202,0.0007,71.3
2Nmar,1.22,-0.0053,-0.003,0.018,0.0015,71.5
2Nmar,1.221,-0.0038,-0.0008,0.009,0.0007,71.5
2Nmar,1.222,0.0007,0.0007,-0.0008,-0.0015,71.6
2Nmar,1.223,0.0022,0.0015,-0.0128,-0.003,71.7
2Nmar,1.224,0.0082,0.0052,-0.027,-0.0068,71.8
2Nmar,1.225,0.0127,0.0082,-0.0323,-0.0083,71.9
2Nmar,1.226,0.012,0.0067,-0.03,-0.0068,71.9
2Nmar,1.227,0.0135,0.006,-0.0368,-0.0083,72.0
2Nmar,1.228,0.015,0.0052,-0.039,-0.0091,72.1
2Nmar,1.229,0.0127,0.006,-0.045,-0.0091,72.2
2Nmar,1.23,0.0195,0.0067,-0.0503,-0.0105,72.3
2Nmar,1.231,0.0217,0.0067,-0.0488,-0.0113,72.3
2Nmar,1.232,0.0195,0.009,-0.0533,-0.0098,72.4
2Nmar,1.233,0.0195,0.009,-0.0495,-0.0105,72.5
2Nmar,1.234,0.0165,0.0105,-0.0465,-0.0075,72.6
2Nmar,1.235,0.0165,0.0097,-0.0465,-0.0046,72.6
2Nmar,1.236,0.015,0.009,-0.0458,-0.0068,72.7
2Nmar,1.237,0.0165,0.0097,-0.0488,-0.0113,72.8
2Nmar,1.238,0.0165,0.0105,-0.0503,-0.0143,72.8
2Nmar,1.239,0.0157,0.0105,-0.0511,-0.0181,72.9
2Nmar,1.24,0.018,0.009,-0.0533,-0.0195,73.0
2Nmar,1.241,0.0172,0.006,-0.0495,-0.0158,73.1
2Nmar,1.242,0.0157,0.0067,-0.0458,-0.0091,73.1
2Nmar,1.243,0.0127,0.0067,-0.0405,-0.0053,73.1
2Nmar,1.244,0.0105,0.0037,-0.033,-0.0046,73.2
2Nmar,1.245,0.0067,0.0045,-0.0315,-0.0068,73.2
2Nmar,1.246,0.0067,0.0045,-0.0256,-0.006,73.2
2Nmar,1.247,0.0067,0.0037,-0.0195,-0.0023,73.3
2Nmar,1.248,0.0097,0.0037,-0.0195,-0.0046,73.3
2Nmar,1.249,0.0105,0.003,-0.0165,-0.003,73.3
2Nmar,1.25,0.009,0.0015,-0.0135,-0.003,73.3
2Nmar,1.251,0.006,0.0,-0.0128,-0.0053,73.4
2Nmar,1.252,0.0015,0.0,-0.0113,-0.0015,73.4
2Nmar,1.253,0.003,0.0015,-0.0091,-0.0015,73.4
2Nmar,1.254,0.0037,-0.0008,-0.0068,-0.003,73.5
2Nmar,1.255,0.0037,-0.0015,0.0015,-0.0008,73.5
2Nmar,1.256,0.0015,-0.0038,-0.0008,-0.0023,73.5
2Nmar,1.257,0.0,-0.0008,-0.0015,-0.0046,73.6
2Nmar,1.258,-0.0023,-0.0008,0.0052,-0.0023,73.6
2Nmar,1.259,-0.003,-0.0023,0.0097,0.0022,73.6
2Nmar,1.26,-0.0046,-0.003,0.0202,0.0045,73.7
2Nmar,1.261,-0.0075,-0.0053,0.024,0.003,73.7
2Nmar,1.262,-0.0046,-0.0046,0.0217,0.0015,73.6
2Nmar,1.263,-0.0046,-0.0038,0.0217,0.0007,73.6
2Nmar,1.264,-0.0053,-0.0046,0.0165,0.0,73.6
2Nmar,1.265,-0.003,-0.0046,0.0127,0.0,73.5
2Nmar,1.266,-0.0046,-0.0038,0.012,-0.0008,73.5
2Nmar,1.267,-0.0046,-0.0008,0.0082,-0.003,73.4
2Nmar,1.268,-0.0046,0.0015,0.0082,-0.0015,73.4
2Nmar,1.269,0.0007,0.0015,-0.0015,-0.003,73.4
2Nmar,1.27,0.003,0.003,-0.0113,-0.006,73.3
2Nmar,1.271,0.003,0.003,-0.0091,-0.0053,73.3
2Nmar,1.272,0.003,0.0022,-0.0105,-0.006,73.3
2Nmar,1.273,0.003,0.0045,-0.0165,-0.0053,73.3
2Nmar,1.274,0.0045,0.0045,-0.0188,-0.0083,73.2
2Nmar,1.275,0.0037,0.0045,-0.0218,-0.0105,73.2
2Nmar,1.276,0.003,0.003,-0.0158,-0.0083,73.1
2Nmar,1.277,0.0007,0.0007,-0.012,-0.0075,73.1
2Nmar,1.278,0.0007,0.0007,-0.0143,-0.0053,73.1
2Nmar,1.279,0.0022,0.0007,-0.0053,-0.0015,73.0
2Nmar,1.28,-0.0015,0.0007,-0.0015,-0.0008,72.9
2Nmar,1.281,-0.0008,-0.0008,0.0037,-0.0015,72.9
2Nmar,1.282,-0.0008,-0.0015,0.006,-0.0015,72.8
2Nmar,1.283,0.0,-0.0008,0.006,-0.0015,72.7
2Nmar,1.284,0.0007,0.0015,0.003,-0.0038,72.6
2Nmar,1.285,0.0067,0.0045,-0.0218,-0.0091,72.5
2Nmar,1.286,0.0142,0.0082,-0.039,-0.0098,72.4
2Nmar,1.287,0.0157,0.0075,-0.0383,-0.0083,72.3
2Nmar,1.288,0.012,0.0045,-0.024,-0.0053,72.2
2Nmar,1.289,0.006,0.0015,0.0007,-0.0008,72.1
2Nmar,1.29,-0.006,-0.0053,0.0345,0.0052,72.0
2Nmar,1.291,-0.0203,-0.0098,0.0555,0.0105,71.9
2Nmar,1.292,-0.0218,-0.0091,0.0517,0.009,71.8
2Nmar,1.293,-0.0181,-0.0068,0.0442,0.006,71.7
2Nmar,1.294,-0.0128,-0.0068,0.033,0.0045,71.6
2Nmar,1.295,-0.0068,-0.006,0.0187,-0.0015,71.5
2Nmar,1.296,-0.0008,-0.003,0.0007,-0.0046,71.5
2Nmar,1.297,0.0045,0.0007,-0.0128,-0.0053,71.3
2Nmar,1.298,0.006,0.003,-0.0195,-0.0053,71.2
2Nmar,1.299,0.0075,0.0037,-0.0188,-0.0053,71.1
2Nmar,1.3,0.003,0.0015,-0.0113,-0.003,71.0
2Nmar,1.301,0.0015,0.0007,-0.003,-0.0008,70.9
2Nmar,1.302,-0.0015,-0.0015,0.0037,0.0015,70.8
2Nmar,1.303,-0.0053,-0.0038,0.0082,0.0007,70.6
2Nmar,1.304,-0.003,-0.0015,-0.0023,-0.0038,70.5
2Nmar,1.305,0.003,0.0052,-0.0383,-0.0105,70.3
2Nmar,1.306,0.0157,0.0112,-0.057,-0.0105,70.2
2Nmar,1.307,0.0105,0.006,-0.0248,-0.003,70.1
2Nmar,1.308,-0.0015,-0.0008,0.0015,-0.0015,69.9
2Nmar,1.309,-0.0038,-0.0015,0.012,0.0022,69.7
2Nmar,1.31,-0.012,-0.006,0.0315,0.009,69.6
2Nmar,1.311,-0.0165,-0.0105,0.0435,0.009,69.5
2Nmar,1.312,-0.0203,-0.012,0.048,0.0082,69.3
2Nmar,1.313,-0.0195,-0.0091,0.0427,0.0082,69.2
2Nmar,1.314,-0.0143,-0.0053,0.0277,0.003,69.0
2Nmar,1.315,-0.0075,-0.003,0.0112,-0.0023,68.9
2Nmar,1.316,0.0,-0.0015,0.0045,-0.0023,68.8
2Nmar,1.317,0.0,-0.0015,0.0022,0.0,68.6
2Nmar,1.318,0.0045,-0.0008,-0.0023,0.0007,68.4
2Nmar,1.319,0.0067,0.0015,-0.0091,-0.0015,68.3
2Nmar,1.32,0.0052,-0.0008,-0.0075,-0.0008,68.1
2Nmar,1.321,0.003,-0.003,0.012,0.0015,68.0
2Nmar,1.322,-0.006,-0.0091,0.0382,0.0067,67.8
2Nmar,1.323,-0.012,-0.0143,0.0472,0.0075,67.6
2Nmar,1.324,-0.0158,-0.012,0.0555,0.0105,67.4
2Nmar,1.325,-0.0195,-0.012,0.0562,0.0082,67.2
2Nmar,1.326,-0.0135,-0.0075,0.0232,0.0007,67.0
2Nmar,1.327,-0.0008,-0.0015,-0.0053,-0.0023,66.8
2Nmar,1.328,0.0067,0.003,-0.0158,-0.0015,66.6
2Nmar,1.329,0.0142,0.0067,-0.0158,0.0045,66.4
2Nmar,1.33,0.0142,0.0082,-0.0143,0.006,66.1
2Nmar,1.331,0.0105,0.009,-0.0098,0.003,66.0
2Nmar,1.332,0.0082,0.0052,-0.0053,0.0007,65.8
2Nmar,1.333,0.003,0.003,-0.0015,-0.0023,65.6
2Nmar,1.334,0.0,0.0015,-0.0046,-0.0053,65.4
2Nmar,1.335,0.0007,0.0007,-0.0181,-0.0075,65.2
2Nmar,1.336,0.0067,0.0045,-0.0308,-0.0068,65.0
2Nmar,1.337,0.012,0.0082,-0.0503,-0.0091,64.8
2Nmar,1.338,0.0172,0.009,-0.0608,-0.0113,64.6
2Nmar,1.339,0.0187,0.009,-0.0675,-0.0135,64.3
2Nmar,1.34,0.0217,0.0142,-0.09,-0.021,64.1
2Nmar,1.341,0.036,0.0217,-0.132,-0.027,63.9
2Nmar,1.342,0.0465,0.0225,-0.1208,-0.0181,63.6
2Nmar,1.343,0.0307,0.009,-0.0555,-0.003,63.4
2Nmar,1.344,0.0135,0.003,-0.03,-0.0008,63.1
2Nmar,1.345,0.0007,-0.0008,0.0052,0.0045,62.9
2Nmar,1.346,-0.015,-0.0091,0.0345,0.0075,62.6
2Nmar,1.347,-0.0203,-0.012,0.057,0.009,62.3
2Nmar,1.348,-0.033,-0.0173,0.0802,0.0127,62.1
2Nmar,1.349,-0.0315,-0.0158,0.0645,0.0105,61.8
2Nmar,1.35,-0.0233,-0.0105,0.0525,0.0082,61.6
2Nmar,1.351,-0.0181,-0.0113,0.0382,-0.0008,61.3
2Nmar,1.352,-0.0091,-0.0083,0.0255,-0.0053,61.0
2Nmar,1.353,-0.0053,-0.0038,0.0045,-0.0068,60.8
2Nmar,1.354,0.003,0.0007,-0.0128,-0.0113,60.5
2Nmar,1.355,0.009,0.0052,-0.0383,-0.0173,60.3
2Nmar,1.356,0.0195,0.0127,-0.0728,-0.0218,60.0
2Nmar,1.357,0.0277,0.012,-0.0698,-0.0165,59.7
2Nmar,1.358,0.027,0.012,-0.0706,-0.0143,59.5
2Nmar,1.359,0.0277,0.0127,-0.0578,-0.0068,59.2
2Nmar,1.36,0.018,0.0052,-0.0195,0.018,58.9
2Nmar,1.361,0.0037,-0.0023,0.0172,0.0345,58.6
2Nmar,1.362,-0.0075,-0.0105,0.0427,0.0345,58.3
2Nmar,1.363,-0.0165,-0.0128,0.0532,0.0277,58.0
2Nmar,1.364,-0.0195,-0.0113,0.0502,0.0067,57.7
2Nmar,1.365,-0.0143,-0.0105,0.039,-0.0105,57.4
2Nmar,1.366,-0.0091,-0.0083,0.027,-0.0143,57.1
2Nmar,1.367,-0.003,-0.0046,0.0067,-0.0128,56.8
